,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
3458,30,Male,High School,Junior HR Coordinator,2,33000,Australia,Asian
3459,43,Female,PhD,Senior Human Resources Manager,15,150000,Australia,Asian
3460,34,Male,Bachelor's Degree,Junior Web Developer,3,50000,UK,Mixed
3461,25,Female,Master's Degree,Junior HR Generalist,1,32000,UK,Mixed
3462,37,Male,PhD,Director of HR,11,115000,UK,Asian
3463,24,Female,Bachelor's Degree,Web Developer,1,40000,Australia,Australian
3464,39,Male,Master's Degree,Senior HR Generalist,10,105000,UK,Welsh
3465,31,Male,High School,Junior HR Generalist,2,35000,UK,Mixed
3466,44,Female,PhD,Director of HR,13,135000,China,White
3467,28,Male,Bachelor's Degree,Web Developer,4,65000,UK,White
3468,32,Female,Master's Degree,Senior Human Resources Manager,6,80000,Australia,White
3469,45,Male,PhD,Director of HR,14,140000,USA,African American
3470,26,Female,Bachelor's Degree,Junior Web Developer,2,45000,China,Korean
3471,38,Male,Master's Degree,Senior HR Generalist,8,95000,UK,Welsh
3472,27,Female,High School,Junior HR Generalist,1,32000,Canada,Asian
3473,33,Male,Bachelor's Degree,Web Developer,5,70000,UK,Mixed
3474,42,Female,Master's Degree,Director of HR,12,120000,Canada,White
3475,29,Male,Master's Degree,Senior Human Resources Manager,4,70000,China,White
3476,36,Female,Master's Degree,Web Developer,7,85000,UK,Asian
3477,30,Male,High School,Junior HR Coordinator,2,33000,Australia,Australian
3478,43,Female,PhD,Senior Human Resources Manager,15,150000,UK,White
3479,34,Male,Bachelor's Degree,Junior Web Developer,3,50000,Australia,Australian
3480,25,Female,Master's Degree,Junior HR Generalist,1,32000,China,Chinese
3481,37,Male,PhD,Director of HR,11,115000,Canada,Black
3482,24,Female,Bachelor's Degree,Web Developer,1,40000,USA,Hispanic
3483,39,Male,Master's Degree,Senior HR Generalist,10,105000,Australia,White
3484,31,Male,High School,Junior HR Generalist,2,35000,Canada,White
3485,44,Female,PhD,Director of HR,13,135000,UK,Welsh
3486,28,Male,Bachelor's Degree,Web Developer,4,65000,Canada,White
3487,32,Female,Master's Degree,Senior Human Resources Manager,6,80000,Australia,Australian
3488,45,Male,PhD,Director of HR,14,140000,UK,Asian
3489,26,Female,Bachelor's Degree,Junior Web Developer,2,45000,China,Korean
3490,38,Male,Master's Degree,Senior HR Generalist,8,95000,UK,Asian
3491,27,Female,High School,Junior HR Generalist,1,32000,Australia,Australian
3492,33,Male,Bachelor's Degree,Web Developer,5,70000,UK,Asian
3493,42,Female,Master's Degree,Director of HR,12,120000,Australia,Asian
3494,29,Male,Master's Degree,Senior Human Resources Manager,4,70000,UK,Mixed
3495,36,Female,Master's Degree,Web Developer,7,85000,Australia,Asian
3496,30,Male,High School,Junior HR Coordinator,2,33000,USA,Hispanic
3497,43,Female,PhD,Senior Human Resources Manager,15,150000,Canada,Asian
3498,34,Male,Bachelor's Degree,Junior Web Developer,3,50000,China,Chinese
3499,25,Female,Master's Degree,Junior HR Generalist,1,32000,USA,Hispanic
3500,37,Male,PhD,Director of HR,11,115000,China,White
3501,24,Female,Bachelor's Degree,Web Developer,1,40000,China,Chinese
3502,39,Male,Master's Degree,Senior HR Generalist,10,105000,Australia,Asian
3503,31,Male,High School,Junior HR Generalist,2,35000,Australia,White
3504,44,Female,PhD,Director of HR,13,135000,UK,White
3505,28,Male,Bachelor's Degree,Web Developer,4,65000,Canada,Asian
3506,32,Female,Master's Degree,Senior Human Resources Manager,6,80000,Australia,Asian
3507,45,Male,PhD,Director of HR,14,140000,USA,White
3508,26,Female,Bachelor's Degree,Junior Web Developer,2,45000,Australia,Australian
3509,38,Male,Master's Degree,Senior HR Generalist,8,95000,USA,White
3510,27,Female,High School,Junior HR Generalist,1,32000,China,Chinese
3511,33,Male,Bachelor's Degree,Web Developer,5,70000,Canada,White
3512,42,Female,Master's Degree,Director of HR,12,120000,China,Korean
3513,29,Male,Master's Degree,Senior Human Resources Manager,4,70000,Canada,Black
3514,36,Female,Master's Degree,Web Developer,7,85000,USA,Asian
3515,30,Male,High School,Junior HR Coordinator,2,33000,UK,Asian
3516,43,Female,PhD,Senior Human Resources Manager,15,150000,UK,Mixed
3517,34,Male,Bachelor's Degree,Junior Web Developer,3,50000,Australia,Australian
3518,25,Female,Master's Degree,Junior HR Generalist,1,32000,Canada,Asian
3519,37,Male,PhD,Director of HR,11,115000,Canada,Asian
3520,32,Male,Bachelor's Degree,Junior Web Developer,2,45000,China,Korean
3521,24,Female,High School,Junior HR Generalist,1,32000,China,Korean
3522,45,Male,PhD,Senior Human Resources Manager,12,120000,Canada,Black
3523,29,Female,Master's Degree,Web Developer,4,65000,China,Chinese
3524,38,Male,Bachelor's Degree,Senior HR Generalist,8,95000,UK,White
3525,27,Female,Master's Degree,Director of HR,5,80000,UK,White
3526,31,Female,High School,Junior HR Coordinator,3,38000,UK,Mixed
3527,42,Male,Master's Degree,Web Developer,10,110000,UK,Mixed
3528,26,Female,Bachelor's Degree,Junior Web Developer,2,45000,USA,White
3529,36,Male,Master's Degree,Senior HR Generalist,7,89000,UK,White
3530,28,Male,High School,Junior HR Generalist,1,32000,Australia,White
3531,33,Female,Bachelor's Degree,Web Developer,5,70000,Australia,Australian
3532,46,Male,PhD,Director of HR,15,150000,UK,Welsh
3533,25,Female,Bachelor's Degree,Junior Web Developer,1,40000,Canada,White
3534,37,Female,Master's Degree,Senior Human Resources Manager,9,105000,China,Korean
3535,30,Male,Master's Degree,Web Developer,4,65000,Australia,White
3536,43,Female,PhD,Director of HR,14,140000,China,White
3537,34,Male,Bachelor's Degree,Junior Web Developer,3,50000,USA,Asian
3538,26,Female,High School,Junior HR Generalist,2,35000,UK,Mixed
3539,41,Male,Master's Degree,Senior HR Generalist,11,115000,USA,Asian
3540,29,Female,Master's Degree,Web Developer,5,70000,Australia,White
3541,35,Male,Bachelor's Degree,Web Developer,6,80000,Australia,Australian
3542,27,Female,High School,Junior HR Coordinator,1,30000,China,White
3543,40,Male,PhD,Director of HR,13,135000,USA,African American
3544,23,Female,Bachelor's Degree,Junior Web Developer,1,40000,USA,Asian
3545,39,Male,Master's Degree,Senior HR Generalist,10,105000,UK,Asian
3546,31,Male,High School,Junior HR Generalist,2,35000,China,White
3547,44,Female,PhD,Senior Human Resources Manager,12,120000,Australia,White
3548,28,Male,Master's Degree,Web Developer,3,55000,Canada,Asian
3549,32,Female,Bachelor's Degree,Junior Web Developer,2,45000,USA,African American
3550,45,Male,Master's Degree,Director of HR,14,140000,UK,Asian
3551,26,Female,Bachelor's Degree,Web Developer,3,55000,Canada,White
3552,38,Male,PhD,Senior Human Resources Manager,11,115000,China,Chinese
3553,27,Female,Master's Degree,Senior HR Generalist,4,70000,USA,Hispanic
3554,33,Male,High School,Junior HR Coordinator,3,38000,China,Korean
3555,42,Female,Master's Degree,Director of HR,13,135000,USA,Asian
3556,29,Male,Bachelor's Degree,Junior Web Developer,2,45000,Canada,White
3557,36,Female,Master's Degree,Web Developer,7,85000,UK,White
3558,30,Male,High School,Junior HR Generalist,1,32000,China,Korean
3559,43,Female,PhD,Senior Human Resources Manager,15,150000,Canada,Asian
3560,34,Male,Bachelor's Degree,Web Developer,4,65000,USA,White
3561,25,Female,Master's Degree,Junior HR Generalist,1,32000,Australia,Asian
3562,37,Male,PhD,Director of HR,12,120000,Australia,White
3563,24,Female,Bachelor's Degree,Junior Web Developer,1,40000,UK,Welsh
3564,39,Male,Master's Degree,Senior HR Generalist,9,95000,Canada,White
3565,31,Male,High School,Junior HR Generalist,2,35000,Canada,Black
3566,44,Female,PhD,Director of HR,14,140000,USA,Asian
3567,28,Male,Bachelor's Degree,Web Developer,3,55000,UK,Welsh
3568,32,Female,Master's Degree,Senior Human Resources Manager,6,80000,Canada,Asian
3569,45,Male,PhD,Director of HR,13,135000,China,Korean
3570,26,Female,Bachelor's Degree,Junior Web Developer,2,45000,UK,White
3571,38,Male,Master's Degree,Senior HR Generalist,8,95000,Australia,Asian
3572,27,Female,High School,Junior HR Generalist,1,32000,UK,Mixed
3573,33,Male,Bachelor's Degree,Web Developer,5,70000,Canada,White
3574,42,Female,Master's Degree,Director of HR,12,120000,USA,African American
3575,29,Male,Master's Degree,Senior Human Resources Manager,4,70000,China,White
3576,36,Female,Master's Degree,Web Developer,7,85000,China,Chinese
3577,30,Male,High School,Junior HR Coordinator,2,33000,UK,Mixed
3578,43,Female,PhD,Senior Human Resources Manager,15,150000,USA,African American
3579,34,Male,Bachelor's Degree,Junior Web Developer,3,50000,China,Chinese
3580,25,Female,Master's Degree,Junior HR Generalist,1,32000,USA,Hispanic
3581,37,Male,PhD,Director of HR,11,115000,USA,White
3582,24,Female,Bachelor's Degree,Web Developer,1,40000,China,Chinese
3583,39,Male,Master's Degree,Senior HR Generalist,10,105000,USA,Asian
3584,31,Male,High School,Junior HR Generalist,2,35000,Australia,White
3585,44,Female,PhD,Director of HR,13,135000,USA,African American
3586,28,Male,Bachelor's Degree,Web Developer,4,65000,Canada,Black
3587,32,Female,Master's Degree,Senior Human Resources Manager,6,80000,Canada,Asian
3588,45,Male,PhD,Director of HR,14,140000,Australia,Australian
3589,26,Female,Bachelor's Degree,Junior Web Developer,2,45000,Australia,White
3590,38,Male,Master's Degree,Senior HR Generalist,8,95000,USA,White
3591,27,Female,High School,Junior HR Generalist,1,32000,Australia,White
3592,33,Male,Bachelor's Degree,Web Developer,5,70000,UK,White
3593,42,Female,Master's Degree,Director of HR,12,120000,Canada,Black
3594,29,Male,Master's Degree,Senior Human Resources Manager,4,70000,UK,Mixed
3595,36,Female,Master's Degree,Web Developer,7,85000,Australia,Asian
3596,30,Male,High School,Junior HR Coordinator,2,33000,Australia,Australian
3597,43,Female,PhD,Senior Human Resources Manager,15,150000,Australia,Asian
3598,34,Male,Bachelor's Degree,Junior Web Developer,3,50000,Australia,Australian
3599,25,Female,Master's Degree,Junior HR Generalist,1,32000,Canada,White
3600,37,Male,PhD,Director of HR,11,115000,Australia,White
3601,24,Female,Bachelor's Degree,Web Developer,1,40000,Canada,Black
3602,39,Male,Master's Degree,Senior HR Generalist,10,105000,Australia,Asian
3603,31,Male,High School,Junior HR Generalist,2,35000,Canada,White
3604,44,Female,PhD,Director of HR,13,135000,China,Korean
3605,28,Male,Bachelor's Degree,Web Developer,4,65000,USA,Hispanic
3606,32,Female,Master's Degree,Senior Human Resources Manager,6,80000,China,White
3607,45,Male,PhD,Director of HR,14,140000,China,Chinese
3608,26,Female,Bachelor's Degree,Junior Web Developer,2,45000,Australia,Asian
3609,38,Male,Master's Degree,Senior HR Generalist,8,95000,UK,Welsh
3610,27,Female,High School,Junior HR Generalist,1,32000,USA,Asian
3611,33,Male,Bachelor's Degree,Web Developer,5,70000,Australia,Asian
3612,42,Female,Master's Degree,Director of HR,12,120000,USA,African American
3613,29,Male,Master's Degree,Senior Human Resources Manager,4,70000,UK,White
3614,36,Female,Master's Degree,Web Developer,7,85000,UK,Asian
3615,30,Male,High School,Junior HR Coordinator,2,33000,Canada,Asian
3616,43,Female,PhD,Senior Human Resources Manager,15,150000,USA,White
3617,34,Male,Bachelor's Degree,Junior Web Developer,3,50000,UK,Welsh
3618,25,Female,Master's Degree,Junior HR Generalist,1,32000,Canada,Asian
3619,37,Male,PhD,Director of HR,11,115000,China,White
3620,24,Female,Bachelor's Degree,Web Developer,1,40000,China,White
3621,39,Male,Master's Degree,Senior HR Generalist,10,105000,China,White
3622,31,Male,High School,Junior HR Generalist,2,35000,China,Chinese
3623,44,Female,PhD,Director of HR,13,135000,UK,Asian
3624,28,Male,Bachelor's Degree,Web Developer,4,65000,UK,White
3625,32,Female,Master's Degree,Senior Human Resources Manager,6,80000,Australia,Asian
3626,45,Male,PhD,Director of HR,14,140000,USA,White
3627,26,Female,Bachelor's Degree,Junior Web Developer,2,45000,UK,Welsh
3628,38,Male,Master's Degree,Senior HR Generalist,8,95000,Australia,Australian
3629,27,Female,High School,Junior HR Generalist,1,32000,UK,Mixed
3630,33,Male,Bachelor's Degree,Web Developer,5,70000,China,White
3631,42,Female,Master's Degree,Director of HR,12,120000,China,Chinese
3632,29,Male,Master's Degree,Senior Human Resources Manager,4,70000,USA,Hispanic
3633,36,Female,Master's Degree,Web Developer,7,85000,USA,White
3634,30,Male,High School,Junior HR Coordinator,2,33000,Canada,Asian
3635,43,Female,PhD,Senior Human Resources Manager,15,150000,USA,Hispanic
3636,34,Male,Bachelor's Degree,Junior Web Developer,3,50000,UK,Mixed
3637,25,Female,Master's Degree,Junior HR Generalist,1,32000,UK,White
3638,37,Male,PhD,Director of HR,11,115000,Australia,White
3639,28,Male,Bachelor's Degree,Software Engineer,3,60000,China,Korean
3640,37,Female,Master's Degree,Marketing Manager,9,100000,China,Korean
3641,43,Male,PhD,Data Scientist,15,150000,Canada,Black
3642,31,Female,Bachelor's Degree,Human Resources Coordinator,4,55000,China,White
3643,24,Male,High School,Junior Sales Associate,1,30000,China,Korean
3644,29,Female,Master's Degree,Software Developer,5,70000,UK,Welsh
3645,35,Male,Bachelor's Degree,Operations Manager,8,90000,UK,Asian
3646,26,Female,Master's Degree,Marketing Coordinator,2,40000,Canada,White
3647,42,Male,PhD,Data Scientist,12,130000,Australia,White
3648,34,Female,Bachelor's Degree,Human Resources Manager,6,75000,Australia,Asian
3649,27,Male,High School,Junior Sales Associate,2,35000,China,White
3650,38,Female,Master's Degree,Marketing Manager,10,110000,Canada,Black
3651,30,Male,Bachelor's Degree,Software Engineer,4,65000,Canada,Black
3652,45,Male,PhD,Data Scientist,18,180000,China,Chinese
3653,25,Female,Bachelor's Degree,Junior Software Developer,1,35000,Australia,White
3654,40,Female,Master's Degree,Human Resources Manager,11,120000,China,Chinese
3655,33,Male,Bachelor's Degree,Operations Manager,6,75000,USA,Hispanic
3656,29,Female,High School,Junior Sales Associate,1,30000,USA,African American
3657,44,Male,PhD,Data Scientist,16,160000,USA,Hispanic
3658,26,Male,Bachelor's Degree,Software Developer,3,60000,Australia,Asian
3659,36,Female,Master's Degree,Marketing Coordinator,8,85000,China,White
3660,31,Male,Bachelor's Degree,Operations Manager,5,70000,China,Chinese
3661,27,Female,Master's Degree,Human Resources Coordinator,3,50000,Australia,Australian
3662,42,Male,PhD,Data Scientist,13,140000,Australia,Asian
3663,34,Female,Bachelor's Degree,Human Resources Manager,6,75000,UK,Asian
3664,28,Male,High School,Junior Sales Associate,2,35000,China,Chinese
3665,39,Female,Master's Degree,Marketing Manager,10,110000,UK,Welsh
3666,31,Male,Bachelor's Degree,Software Engineer,4,65000,Canada,White
3667,45,Male,PhD,Data Scientist,18,180000,Canada,White
3668,25,Female,Bachelor's Degree,Junior Software Developer,1,35000,China,Chinese
3669,40,Female,Master's Degree,Human Resources Manager,11,120000,China,Chinese
3670,33,Male,Bachelor's Degree,Operations Manager,6,75000,UK,Mixed
3671,29,Female,High School,Junior Sales Associate,1,30000,USA,African American
3672,44,Male,PhD,Data Scientist,16,160000,Canada,Asian
3673,26,Male,Bachelor's Degree,Software Developer,3,60000,China,Chinese
3674,36,Female,Master's Degree,Marketing Coordinator,8,85000,USA,African American
3675,31,Male,Bachelor's Degree,Operations Manager,5,70000,UK,Welsh
3676,27,Female,Master's Degree,Human Resources Coordinator,3,50000,Canada,Black
3677,42,Male,PhD,Data Scientist,13,140000,China,White
3678,34,Female,Bachelor's Degree,Human Resources Manager,6,75000,Australia,Asian
3679,28,Male,High School,Junior Sales Associate,2,35000,Australia,White
3680,39,Female,Master's Degree,Marketing Manager,10,110000,UK,Welsh
3681,31,Male,Bachelor's Degree,Software Engineer,4,65000,Australia,White
3682,45,Male,PhD,Data Scientist,18,180000,UK,White
3683,25,Female,Bachelor's Degree,Junior Software Developer,1,35000,Australia,White
3684,40,Female,Master's Degree,Human Resources Manager,11,120000,UK,White
3685,33,Male,Bachelor's Degree,Operations Manager,6,75000,China,Korean
3686,29,Female,High School,Junior Sales Associate,1,30000,Australia,Asian
3687,44,Male,PhD,Data Scientist,16,160000,Australia,White
3688,26,Male,Bachelor's Degree,Software Developer,3,60000,Canada,White
3689,36,Female,Master's Degree,Marketing Coordinator,8,85000,China,Korean
3690,31,Male,Bachelor's Degree,Operations Manager,5,70000,UK,Asian
3691,27,Female,Master's Degree,Human Resources Coordinator,3,50000,China,Chinese
3692,42,Male,PhD,Data Scientist,13,140000,China,Chinese
3693,34,Female,Bachelor's Degree,Human Resources Manager,6,75000,Canada,Black
3694,28,Male,High School,Junior Sales Associate,2,35000,UK,White
3695,39,Female,Master's Degree,Marketing Manager,10,110000,UK,Mixed
3696,31,Male,Bachelor's Degree,Software Engineer,4,65000,China,Chinese
3697,45,Male,PhD,Data Scientist,18,180000,Canada,Black
